,user_id
10,b80344d063b5ccb3212f76538f3d9e43d87dca9e
130,bd4c6e843f00bd476847fb75c47b4fb430a06856
153,969cc6fb74e076a68e36a04409cb9d3765757508
183,4bd88bfb25263a75bbdd467e74018f4ae570e5df
199,e006b1a48f466bf59feefed32bec6494495a4436
229,9d6f0ead607ac2a6c2460e4d14fb439a146b7dec
240,9bb911319fbc04f01755814cb5edb21df3d1a336
264,b64cdd1a0bd907e5e00b39e345194768e330d652
362,17aa9f6dbdf753831da8f38c71b66b64373de613
505,d6589314c0a9bcbca4fee0c93b14bc402363afea
566,5a905f000fc1ff3df7ca807d57edb608863db05d
1028,c737ec8c1b16ce8e39115f4432c9a7fc21ec47a1
1035,45544491ccfcdc0b0803c34f201a6287ed4e30f8
1056,ed7d4c476013b1c3dd91982b61494bf7436083ba
1067,baf47ed8da24d607e50d8684cde78b923538640f
1307,169f9f4c68b62d1887c7c0ac99d10a79cfca5daf
1328,a820d2d4f16bbd53be9e41e0417dfb234bfdfba8
1336,bd8475385f0aa78830fa6dfce9e7242164b035c8
1489,0afaa5d9d04bf85af720fe8cc566a41ca3e41c97
1528,81bde1c3a845c64f1677bd9d28f2da85dfefcf30
1542,403b3b867fc71dfdcc12652f30e88bdc7ccd9aa4
1562,f84f5b5a5c5d1d9fb4866f6488e0d2661b54c192
1637,405d396ea64d75b5eaefaaf8ac836f45fa56af4d
1705,2c42e6551311710ca5a839d62058820a42ead493
1771,8deca80c3da6024a1456e123308eb94fee1b439f
1787,bf30441e24ef5326354295723d9fe1edf59b8554
1805,12768858f6a825452e412deb1df36d2d1d9c6791
1824,a58de017cbeda1763ea002fe027ed41b4ed53109
2003,951945330eb5df161ac4f97729647514001cd102
2024,2b6c2f33bc0e887ea7c4411f58106805a1923280
2055,c2934b29d64e467297c608351ed9695ce62128bc
2074,3f152d355d53865a2ca27ac5ceeffb7ebaea0a26
2217,90dbbbb47979f46ccdbc413d6b6e31cdb55aa58f
2240,ee03697dfdf668a9cd19a44a6f257b9d6a1dc60a
2274,f5e8cc6983d563ff255988b9ea0c53e67941f71e
2297,1fdf267d8e81db0bb69093460fdab8254e69a2de
2326,484b69dd013df1ec0cfd504886d4f647cb32b08f
2415,ff4322e94814d3c7895d07e6f94139b092862611
2440,d66f2f66f2bdc9aa3d0362a35fc91ccc844101f7
2533,0152fcbd02b172a874c75a57a913f0f0109ba272
2562,523a8a39456d5a96ae8f4d5e8b8b60f3bfb31528
2606,43683da3c6c5a93c7938ff550faf0d039a9a639a
2644,930d2be6c85315d72cab9823ec0f7bfe7e477794
2698,73d0a0c725c9b2c541635672bb0572bfcb7eb2b4
2738,ca80fbb6d0deb3cae53763099e2cae7306f005ec
2809,b41ead730ac14f6b6717b9cf8859d5579f3f8d4d
2836,2aa3b8c9f60070025940183cdd44602086d7b535
2880,e6b4dbf8e48346fbfd233fa96cdf5daee25ae77c
2905,99b5f915dd56a0150eb91605e1f6109e1e80c9de
2944,77cac5c3389010b64d01b30f725c24de4a5bb626
3016,a4851161aef67246972269b957ab54be3b002c8b
3030,b6b799f34a204bd928ea014c243ddad6d0be4f8f
3131,99d57b8925d3c30c534d2e651cc029fcaaa86cce
3171,edc8b7b1fd592a3b69c3d823a742e1a064abec95
3198,fe979a7b199de3ee8a78486c10e5ed13587fc359
3217,732f88be38fae217f8ab7e24c20dd072436e3e40
3527,0c1a6a1fc9b0e6df616c5bddace2559a7952ebe5
3553,3f9ed694a79835c921ef6d94acd28f876c1d901e
3606,1a849df9dabb15845eb932d46d81e2fd77176786
3740,a4a1daac7ba5534ade06e32c5b9d220eb5ce145d
3744,f28f980d8842ebfaa31e8fb3939aace4a43a18ec
3782,daebcdcf97caaf54a327b8ff52eca9f320599a10
3804,4c84359a164b161496d05282707cecbd50adbfc4
3816,8cbb5066924ec788e3fea9a4aae59586f46f38fa
3873,3b3c1e29095a98ae07e2427522244f10daa69340
3908,c2cffe9ccaa09a327e8134e9a1f24901801fb2f8
3926,01655ae6bc52e29c9cd100a7dde4e9eeae5e4031
4016,9fba771d9731561eba47216f6fbfc0023d88641b
4105,62f2f9b881dc320d745a90c0c10528d18e10deb1
4130,1b00fc5a510fd249d4d2f94e7f21f1e2eeb21cff
4131,b4e32cdb654ab914a0ac73d2bbc5cae142da405a
4156,f47116f998e030f2dab275b81fb2a04a9dc06c33
4174,20d0638c7ada27ac12346b0ed5ab99b39524291d
4219,7e2b716907a9a295d92c2f35d7e260aeee2b32cf
4296,ea07020bb223c733ccc55aa925ebcc25c4d97377
4368,179b2286bb4eea7193bcfa0c36fcfa4eade2b34d
4383,b61afb42335287239bd40e1dea50d849cbf8a9a9
4613,78e0065cacc15d6329be91b77045f12ab18cbea5
4626,3ff7a31452eeabd7a4e07f0d243c674e3d0adf46
4690,956044d724390e40c8511b49e5bf6bc28071de3a
4769,07caa920795cd4f20bfeeb0e192a5ddd9566ecdd
4829,8247c08db9dba6cc18cff4381c7279e540c374cb
4839,589d9f98cb25b83da2450733437fb9a79dda116d
4858,b526db34ac055a64202fe7af4b16130b7de545ab
4874,15415fa2745b344bce958967c346f2a89f792f63
4945,66166f4f57bb897f1f8e2aae6f53f776088f43d8
5021,5555d1bc4488a310753a9d7b4c4d0b92c2d5d674
5037,95942345306393998eb3a051ae5fa3c4d5afbaa4
5204,344af62cf08ea5c4ea1eb554366d221c1431f4d3
5267,2f343c8bd0502c4cf851a6970e47d296a4b76d5b
5307,9fbc0cc4fe6191cabdddf41124bd507dca08ceb6
5342,eb9d84c10ac4bffeb383a3a7c2d5207c93da4a84
5390,55e29789181da8b9c8e9d5f3b624a029492d7616
5434,eb1ad31d040406c6428c5f4420b0bc709b1c5350
5557,b1269307f2ae8c17062c6aea2502b099aad517b6
5598,95773b3725a96464c85a5121d00f2566e6e8b69b
5642,4b73abafd2a8309c29695ce368bbf17ab32f3d3a
5671,175fb4d4bf89b82021524e9485fffd47c3ab1aaf
5699,8ee90038724c4957eb4df16f3e9c6ed2b570a3ec
5761,7c5ab90ba508502a888843a71eef80bf186c7b88
5793,515c6d7023ad31411c1f6b11e0b2f56810348bee
5847,b44a7b18e5861d6b5c0094e43239191cbe5ff4e1
5981,bd64f193f0f53f09d44ff48fd52830ff2fded392
6068,4782b9bb73322bf80329ce5989128a67bc538747
6088,881f2e87fe2a45ae27d6e235c156c762ac3cb82a
6109,85d0d381551960608e02df98956277e495b3cf6b
6119,5d5e0142e54c3bb7b69f548c2ee55066c90700eb
6231,e5a70dc3270e08ee11ab1325297eccb3158ce383
6266,c2d86e9cbf756ce05ea3c163e24de394585b7c53
6343,4192e443e37ffa08f1cc02b10b42b4a178a09004
6392,0eda271c8bf8b846c1c0320f6b7656ca73b80992
6397,ed3664f9cd689031fe4d0ed6c66503bdc3ad7cb6
6409,3bd42c39df324c33509a40ca917343553ef38da9
6431,884209a41deb55df792f074bccf8af1c1c31768b
6656,d775b2f1e62284a3ff407b91fe53d08525f6f086
6668,8814f5d1f1d7177aa2efb6de6454504f3bb7b7bc
6694,9b887e10a4711486085c4fae2d2599fc0d2c484d
6954,399793ee5842e6f5b0b7f04fa5ec402454e2fe34
6985,a520488fcf049bbb5cd847cfa4f884c740692780
7127,bab8d135cf88852063ed4a084dd24c783d7ff841
7214,7ca1d6d28c87f8edb0b639c0a31cd14f7bc98fe7
7237,8dcb524ff75e0ad0f0a80aaccadf7bbaa3b89a41
7507,5235516080c0ad60972e4f4ce72238697e4bbceb
7519,5e161b9e14f303a0cef2d3f44d07dd946549f89f
7531,e4c05157f8cebdf3b9d689c441ba97c5ed5db05b
7625,8bc2733e75989c8de36cf1bb596dabfd72734e86
7651,18dc95f354220b343e98ebbb7c8564291284ed9f
7877,fbbf68d14c77af55044a7e27f7befef5c923aa08
7898,c162cca4595e5b2fbeefed35ae0f247f648d7751
7918,ea6cbdb88a3bead8ace9c163d8e8eca78e374a19
7961,0ef42a19efb74d0a05c308d00636c8d8d41bec0c
7984,2475b003df9c084c1488b2e63666e8cc87112180
8128,e0388a836f13f4c1f8aa600ae61625f087f40353
8160,85952991b8e3ca5803a08b0b2f9c6d71abf9bb5b
8422,2341121b6d6d2020303f02053dad60586e41034d
8444,bbcdf7099bf1429850d4d0a1440ef3006916f4fd
8474,56b0a86f8093f90d1c9ab1762467c44808ceb672
8496,06b31818386e598017a475f8e349b3ca31ba3178
8531,e8e8fda1705d4366eb47efd2ffc4f03af905d962
8544,25fc0200450bbf726c8511fabe31ecfdb81732eb
8618,17ac9905f03a5d2908ac64667fb156bf63ccae66
8669,e21477efb83bd323205ce6f5bd662f3df9d477e5
9025,03c90bfd09151973863c4cadd5a749cd7982abc0
9038,b81bead2912258259b67d88483244f88062d4a6d
9047,dfb41c400ed8fbb064644d173f8fd00398ca4370
9105,eda12b54342243175dba3db83f66eade127d2b4e
9152,7d0317ddb859a960cb4836e7c7e9982a54fd64e2
9167,f608c215606e6421a429ea28ad08243241d5347d
9219,3187e658fd71be99d68d96f3a61a436c8a607365
9314,537340ff896dea11328910013cfe759413e1eeb3
9337,49af82075bf3a444487a70587298fd93fb8bbe1e
9370,4691b4c353503da2c108e372ff056a9ac847c4d1
9433,12497e138741a0b94bb36a14bef32c9d0ee20fec
9548,ffadf9297a99945c0513cd87939d91d8b602936b
9589,685480702e45a90a3b38b543941d8ebb422aeef3
9612,6ac64072cb8f308f36c64cc4aafb6021fef70476
9623,b4adf5ac8bcba59011df7be840dda1134a47cc30
9664,37029a65b9925fb3c1964774fcab695b82955f76
9695,12a4a991c8b53cd6906995caed8b1f2bd3b6436a
9972,96e72774fb758108c78d91c110e78133c9ded266
9990,8caf9a87e266a22298bd977a63489d008af241c5
10030,1b704d4cddabea8258bd93497fcb73eab32fa592
10364,eb78cc7907c80266eede622da13510fc5123ae7d
10379,a54543f7282b66b3c8423181bf2789e1c7eb2edc
10393,9d100b4175fed9da71b76800b921c4a40d0208b5
10435,e2f4c0d8b5b7e50c31931300e9339943fc0cca99
10451,b009d2161ab50a122f8c81adb7ce0d40e8e42f2d
10475,19d6ebd8c8a622d1b0115c63bee06523792215b5
10492,2e37aa820994c7e8465721a6a6ee78f48fc4df7a
10604,956999576244ad42d6d41faac8505fbef0a4ccc1
10641,4d4abafb7dd7a30206747398c9225f3e06942b3f
10669,343fc3fb987ca12c3c5df154c2b4721ca111f696
10688,fb41d1c374d093ab643ef3bcd70eeb258d479076
10736,624d58f26c2e5691ed21bd560f8b3d30f932e9f7
10760,8f241c98c6cc95ab4a8260ff9b510c2e445a33d7
10764,806ccae96c8ecb1c198482aff785ccd6bbe17143
10824,adbd40c4f3fe78e7f49f491ea04859ea07de1ed1
10926,49004e0f0819dc349c9aba9d233a6c1a0d88c590
10933,999902c7302ca251b23f5c0d643debce084076d3
10980,c4bcf00d005e6848a032d94f7fb212f499cdc1ba
10984,4449f7ea241ceb4a2d1e2298c4aead417b26899a
11006,93daed66184da1bf172e853c537f72ec93294fab
11026,d305e8d98cf77ce3b90c69580dd3fc38e86fee93
11044,9a0215ffab0f8322aeb36fa6636444b050462a51
11057,c1fc436b58e28b3e3f1b43a4e955baa19d8a69ba
11095,3fef4e71c70ae99ef8a4da00e431f9cdb2b1b729
11123,530fe4b17c4c6d1cb88dccdf8a8ded8a19fe1c5e
11135,e701a24d9b6c59f5ac37ab28462ca82470e27cfb
11176,cd7baa603618c40b9290bd05112061afefdde8ef
11189,5e3d8c9728270d6557453f0c738e7f443feef13e
